ra,dec,id,name,mag,bv
97.204167,-7.032778,2356, 11Bet Mon,4.6,-0.1
97.20625,-7.034444,2357, 11Bet Mon,5.4,-0.07
97.20625,-7.034444,2358, 11Bet Mon,5.6,
97.155417,-17.466111,2359,HR2359,5.77,1.12
97.042083,-32.58,2361,   Lam CMa,4.48,-0.17
100.12,77.995833,2363,HR2363,5.73,1.47
97.163333,-32.371111,2364,HR2364,5.74,-0.17
97.547083,-10.081389,2367,HR2367,5.93,1.38
96.766667,-58.002222,2369,HR2369,5.82,1.28
98.113333,32.454722,2372,HR2372,5.87,0.14
97.95125,11.544444,2375,HR2375,5.23,0.15
96.369167,-69.690278,2377,   Pi 2Dor,5.38,0.97
97.845833,-12.391667,2379,HR2379,5.15,1.27
97.692917,-27.769444,2380,HR2380,5.93,-0.15
97.95875,-8.158056,2381,HR2381,5.43,1.38
98.08,4.855833,2382, 12    Mon,5.84,0.99
97.454583,-50.239167,2384,HR2384,5.27,0.41
98.225833,7.333056,2385, 13    Mon,4.5,0.0
98.09625,-5.868889,2386,HR2386,5.6,0.25
97.96375,-23.418333,2387,  4Xi 1CMa,4.33,-0.24
97.804167,-35.259167,2388,HR2388,5.84,0.81
97.36875,-56.852778,2389,HR2389,5.22,1.09
98.400417,14.155278,2391,HR2391,5.53,1.11
99.4225,61.481111,2394,  8    Lyn,5.94,0.89
98.407917,-1.220278,2395,HR2395,5.1,-0.14
100.134167,71.748889,2396,HR2396,5.92,1.19
98.1625,-32.030556,2397,HR2397,5.69,-0.17
98.800417,28.022222,2398, 49    Aur,5.27,-0.03
98.08875,-37.696667,2399,HR2399,5.24,1.0
97.82625,-51.826111,2400,HR2400,5.6,0.54
101.55875,79.564722,2401,HR2401,5.45,0.5
99.410417,56.8575,2402, 11    Lyn,5.85,
99.137083,38.445278,2405,HR2405,5.29,2.61
98.823333,9.988333,2406,HR2406,5.88,1.51
98.815833,0.89,2409,HR2409,5.8,0.0
98.45625,-36.232222,2411,HR2411,5.42,1.44
97.993333,-58.754167,2412,   Mu  Pic,5.7,-0.06
98.764167,-22.964722,2414,  5Xi 2CMa,4.54,-0.05
98.647083,-32.716389,2415,HR2415,5.62,-0.08
99.147083,-5.211111,2418,HR2418,5.52,-0.08
99.664583,39.390833,2419, 51    Aur,5.69,1.35
99.705,39.9025,2420, 52Psi3Aur,5.2,-0.07
99.427917,16.399167,2421, 24Gam Gem,1.93,0.0
99.095,-18.66,2423,  6Nu 1CMa,5.7,0.85
98.850417,-36.78,2424,HR2424,5.59,-0.14
99.595833,28.984167,2425, 53    Aur,5.79,0.0
99.832917,42.488889,2427, 50Psi2Aur,4.79,1.23
99.194583,-13.320833,2428,HR2428,5.97,1.56
99.170833,-19.255833,2429,  7Nu 2CMa,3.95,1.06
98.744167,-52.975556,2435,HR2435,4.39,-0.02
99.4725,-18.2375,2443,  8Nu 3CMa,4.43,1.15
99.3075,-36.990556,2446,HR2446,5.71,-0.12
99.448333,-32.339722,2447,HR2447,5.27,1.18
99.948333,12.983056,2449,HR2449,5.97,0.06
99.819583,-14.145833,2450,HR2450,4.82,1.5
99.440417,-43.196111,2451,   Nu  Pup,3.17,-0.11
100.244583,9.895556,2456, 15    Mon,4.66,-0.25
100.770833,44.524444,2459, 55Psi4Aur,5.02,1.48
99.927917,-30.470278,2460,HR2460,5.71,1.14
100.2725,0.495278,2461,HR2461,5.79,-0.1
99.656667,-48.220278,2462,HR2462,4.93,0.87
100.60125,17.645278,2466, 26    Gem,5.21,0.06
100.485,-9.167222,2469,HR2469,5.19,1.53
101.55875,59.441667,2470, 12    Lyn,4.87,0.08
100.982917,25.131111,2473, 27Eps Gem,2.98,1.4
101.70625,57.169167,2477, 13    Lyn,5.35,0.96
100.997083,13.227778,2478, 30    Gem,4.49,1.16
100.91125,3.932222,2479,HR2479,5.9,-0.02
101.189583,28.970833,2480, 28    Gem,5.44,1.45
101.684583,43.5775,2483, 56Psi5Aur,5.25,0.56
101.3225,12.895556,2484, 31Xi  Gem,3.36,0.43
101.915,48.789444,2487, 57Psi6Aur,5.22,1.12
102.737917,67.571944,2490, 42    Cam,5.14,-0.17
101.287083,-16.716111,2491,  9Alp CMa,-1.46,0.0
101.118333,-31.070556,2492, 10    CMa,5.2,-0.12
101.635,8.587222,2494, 16    Mon,5.93,-0.17
101.497083,-14.796111,2498,HR2498,5.32,0.07
101.345,-31.793611,2500,HR2500,5.92,0.48
101.380417,-30.948889,2501,HR2501,5.8,-0.19
101.6625,-10.107222,2502,HR2502,5.66,-0.05
101.8325,8.037222,2503, 17    Mon,4.77,1.4
101.712917,-14.425833,2504, 11    CMa,5.29,-0.04
101.965,2.412222,2506, 18    Mon,4.47,1.11
101.904583,-8.998333,2508,HR2508,5.07,1.8
103.425833,68.888333,2511, 43    Cam,5.12,-0.13
102.422083,32.606667,2512,HR2512,5.71,1.29
102.079167,-1.319167,2514,HR2514,5.75,0.28
101.47375,-52.41,2515,HR2515,5.8,1.53
102.69125,41.781389,2516, 58Psi7Aur,5.02,1.27
101.839167,-37.929722,2518,HR2518,5.26,-0.08
102.4575,16.202778,2519, 33    Gem,5.85,-0.13
103.27125,59.448611,2520, 14    Lyn,5.33,0.65
102.318333,-2.271944,2521,HR2521,5.74,-0.1
102.240833,-15.144722,2522,HR2522,5.39,-0.1
101.72,-51.265833,2523,HR2523,5.4,1.34
102.60625,13.413333,2525, 35    Gem,5.65,1.34
101.827917,-55.54,2526,HR2526,5.61,1.52
105.016667,76.9775,2527,HR2527,4.55,1.36
102.8875,21.761111,2529, 36    Gem,5.27,-0.02
102.707917,-0.540833,2530,HR2530,5.77,0.39
103.0,23.601667,2533,HR2533,5.65,1.45
102.59125,-17.083889,2535,HR2535,5.79,1.44
102.460417,-32.508611,2538, 13Kap CMa,3.96,-0.23
103.197083,33.961111,2540, 34The Gem,3.6,0.1
102.597083,-31.706111,2545,HR2545,5.7,0.14
102.4775,-46.614722,2548,HR2548,5.14,0.45
102.718333,-34.367222,2549,HR2549,4.99,1.38
102.0475,-61.941389,2550,   Alp Pic,3.27,0.21
103.205833,8.380278,2551,HR2551,5.77,0.26
102.484167,-50.614722,2553,   Tau Pup,2.93,1.2
102.46375,-53.622222,2554,HR2554,4.4,0.92
102.92625,-36.230278,2558,HR2558,5.96,0.18
100.01125,-80.813611,2559,   Zet Men,5.64,0.2
104.31875,58.4225,2560, 15    Lyn,4.35,0.85
103.66125,13.177778,2564, 38    Gem,4.65,0.3
103.328333,-19.032778,2565,HR2565,5.64,0.28
104.134583,46.274167,2568,   Psi9Aur,5.87,-0.06
103.8275,25.375556,2569, 37    Gem,5.73,0.57
103.387083,-20.224167,2571, 15    CMa,4.83,-0.21
103.6025,-1.126944,2572,HR2572,5.45,0.18
104.233333,46.705,2573,HR2573,5.86,1.08
103.5475,-12.038611,2574, 14The CMa,4.07,1.43
103.532917,-24.183889,2580, 16Omi1CMa,3.87,1.73
105.339583,70.808056,2581,HR2581,5.68,1.33
104.404583,45.094167,2585, 16    Lyn,4.9,0.03
104.252083,33.681111,2586,HR2586,5.89,0.88
103.76125,-20.404722,2588, 17    CMa,5.74,0.08
104.1075,9.956389,2589,HR2589,5.92,-0.08
103.905833,-20.136389,2590, 19Pi  CMa,4.68,0.37
104.0275,-14.043611,2593, 18Mu  CMa,5.0,1.18
103.945,-22.941389,2595,HR2595,5.3,-0.18
104.034167,-17.054167,2596, 20Iot CMa,4.37,-0.07
104.761667,38.052222,2600, 62    Aur,6.0,1.23
102.8625,-70.963333,2602,   Iot Vol,5.4,-0.11
104.39125,-24.630556,2607,HR2607,5.46,0.36
104.066667,-48.721111,2608,HR2608,4.95,1.69
115.127083,87.02,2609,HR2609,5.07,1.63
104.7375,3.602222,2610,HR2610,5.97,1.06
105.065833,16.078889,2615, 41    Gem,5.68,1.66
104.649583,-25.413889,2616,HR2616,5.59,-0.16
104.65625,-28.972222,2618, 21Eps CMa,1.5,-0.21
104.604583,-34.111667,2619,HR2619,5.06,-0.16
105.09875,-8.406944,2624,HR2624,5.96,-0.08
105.603333,24.215278,2630, 42Ome Gem,5.18,0.94
105.60625,17.755556,2631,HR2631,5.94,1.63
105.5725,15.336111,2632,HR2632,5.74,
105.639583,16.674167,2635,HR2635,5.82,1.68
105.485,-5.722222,2639,HR2639,5.2,1.68
105.274583,-25.215278,2640,HR2640,5.63,-0.17
105.876667,29.337222,2643,HR2643,5.93,0.6
105.429583,-27.934722,2646, 22Sig CMa,3.47,1.73
105.824583,9.138333,2647,HR2647,5.97,0.12
105.728333,-4.239167,2648, 19    Mon,4.99,-0.2
105.908333,10.951667,2649,HR2649,5.13,1.39
106.027083,20.570278,2650, 43Zet Gem,3.79,0.79
105.965,12.594444,2651,HR2651,5.98,1.58
105.214583,-51.4025,2652,HR2652,5.14,1.61
105.75625,-23.833333,2653, 24Omi2CMa,3.02,-0.08
106.021667,-5.323611,2655,HR2655,5.62,1.29
105.939583,-15.633333,2657, 23Gam CMa,4.12,-0.12
106.548333,34.473889,2660,HR2660,5.55,0.91
104.960417,-67.916111,2662,HR2662,5.17,1.4
106.412917,9.185833,2663,HR2663,5.78,1.52
106.842917,34.009444,2665,HR2665,5.91,1.51
106.011667,-42.337222,2666,HR2666,5.2,0.2
105.98875,-43.608056,2667,HR2667,5.54,0.64
105.97375,-49.583889,2672,HR2672,4.93,0.13
105.815,-59.178056,2674,HR2674,5.5,-0.11
106.669583,-11.294167,2678,HR2678,5.39,0.05
106.95625,7.471111,2682,HR2682,5.75,1.18
106.07625,-56.749722,2683,HR2683,5.17,-0.04
107.091667,15.930833,2684, 45    Gem,5.44,1.03
104.143333,-79.420278,2689,   The Men,5.45,0.05
106.844167,-23.840278,2690,HR2690,5.71,-0.1
106.779583,-40.893333,2691,HR2691,5.79,-0.17
107.097917,-26.393333,2693, 25Del CMa,1.84,0.68
107.91375,39.320556,2696, 63    Aur,4.9,1.45
107.785,30.245278,2697, 46Tau Gem,4.41,1.26
106.805417,-51.967778,2698,HR2698,5.96,1.0
107.84625,26.856667,2700, 47    Gem,5.78,0.1
107.557083,-4.237222,2701, 20    Mon,4.92,1.03
107.212917,-39.655833,2702,HR2702,4.83,-0.18
108.3475,51.428889,2703,HR2703,5.47,1.67
107.42875,-25.231111,2704,HR2704,5.69,-0.16
108.11,24.128333,2706, 48    Gem,5.85,0.36
107.848333,-0.301944,2707, 21    Mon,5.45,0.29
107.580833,-27.491389,2708,HR2708,5.46,1.0
107.96625,-0.492778,2714, 22Del Mon,4.15,-0.01
108.97875,59.6375,2715, 18    Lyn,5.2,1.07
107.923333,-20.883056,2716,HR2716,5.84,-0.04
108.342917,16.158889,2717, 51    Gem,5.0,1.66
108.050833,-25.9425,2718, 26    CMa,5.92,-0.17
107.697917,-48.932222,2719,HR2719,5.14,1.24
108.95875,47.24,2721,HR2721,5.58,0.58
108.28,-11.251389,2723,HR2723,5.78,1.51
108.674583,24.885,2725, 52    Gem,5.82,1.56
108.107083,-36.544444,2726,HR2726,5.96,-0.14
108.065833,-40.498889,2727,HR2727,5.31,0.06
108.635833,12.115833,2728,HR2728,5.62,1.01
108.583333,3.111389,2729,HR2729,5.35,1.19
108.545833,-3.901389,2731,HR2731,5.75,1.58
108.564583,-9.9475,2732,HR2732,5.9,1.52
107.175833,-70.497222,2735,   Gam1Vol,5.69,0.4
107.187083,-70.498889,2736,   Gam2Vol,3.78,1.04
109.390417,52.130833,2737,HR2737,5.92,1.26
108.987917,27.8975,2738, 53    Gem,5.71,1.63
108.14,-46.759444,2740,HR2740,4.49,0.32
112.768333,82.411389,2742,HR2742,4.96,1.66
108.563333,-26.3525,2745, 27    CMa,4.66,-0.19
108.305833,-45.183056,2746,HR2746,4.89,-0.02
108.914167,7.977778,2747,HR2747,5.82,1.6
108.385,-44.639722,2748,HR2748,5.1,1.56
108.702917,-26.772778,2749, 28Ome CMa,3.85,-0.17
108.712917,-27.038056,2750,HR2750,5.58,1.22
109.632917,49.465,2751,HR2751,5.05,0.08
108.929583,-10.583889,2752,HR2752,5.95,1.18
109.509167,40.883333,2753, 64    Aur,5.78,0.17
108.8375,-30.686389,2756,HR2756,5.36,-0.17
109.060417,-15.585833,2758,HR2758,5.46,0.08
108.737917,-41.425833,2759,HR2759,5.94,-0.16
108.69125,-46.849722,2761,HR2761,5.72,-0.11
108.659167,-48.271667,2762,HR2762,4.76,-0.1
109.523333,16.540278,2763, 54Lam Gem,3.58,0.11
109.153333,-23.315556,2764,HR2764,4.79,1.71
109.145833,-27.881111,2766,HR2766,4.64,1.6
108.8375,-52.499722,2767,HR2767,5.97,1.1
109.1325,-38.318889,2769,HR2769,5.8,-0.13
109.20625,-36.592778,2770,HR2770,5.03,-0.17
109.064583,-46.774444,2771,HR2771,5.66,1.44
109.285833,-37.0975,2773,   Pi  Pup,2.7,1.62
110.322917,45.228056,2776,HR2776,5.77,0.32
110.030833,21.982222,2777, 55Del Gem,3.53,0.34
109.843333,2.740556,2778,HR2778,5.89,1.07
109.948333,7.142778,2779,HR2779,5.91,0.53
109.667917,-24.558889,2781, 29    CMa,4.98,-0.15
109.676667,-24.954167,2782, 30Tau CMa,4.4,-0.15
110.717083,55.281389,2784, 19    Lyn,5.45,
109.713333,-26.585833,2786,HR2786,5.28,0.96
109.576667,-36.734167,2787,HR2787,4.66,-0.1
109.867083,-16.395,2788,HR2788,5.7,0.35
109.5175,-43.986667,2789,HR2789,5.85,-0.12
109.659167,-36.742778,2790,HR2790,5.11,-0.16
109.64,-39.210278,2791,HR2791,5.25,0.01
110.510833,36.760556,2793, 65    Aur,5.13,1.08
110.486667,20.443611,2795, 56    Gem,5.1,1.52
110.2425,-14.36,2796,HR2796,5.45,0.98
110.514583,0.177222,2801,HR2801,5.99,-0.07
110.267917,-25.891389,2802,HR2802,5.87,1.64
109.2075,-67.957222,2803,   Del Vol,3.98,0.79
111.238333,51.887222,2804,HR2804,5.8,1.61
111.035417,40.672222,2805, 66    Aur,5.19,1.23
110.86875,25.050556,2808, 57    Gem,5.03,0.9
110.605833,-5.982778,2811,HR2811,5.82,0.35
110.55625,-19.016667,2812,HR2812,4.96,-0.04
110.16125,-52.086111,2815,HR2815,5.39,-0.07
111.139167,27.638056,2816, 59    Gem,5.76,0.34
111.678333,49.211389,2818, 21    Lyn,4.64,-0.02
110.7525,-31.923889,2819,HR2819,5.43,-0.15
111.2425,11.669722,2820,  1    CMi,5.3,0.1
111.431667,27.798056,2821, 60Iot Gem,3.79,1.03
110.87125,-27.834167,2822,HR2822,5.38,1.53
110.882917,-32.202222,2823,HR2823,5.39,-0.18
111.167083,-16.201111,2825,HR2825,5.33,-0.05
111.02375,-29.303056,2827, 31Eta CMa,2.45,-0.08
111.412083,9.276111,2828,  2Eps CMi,4.99,1.01
112.719583,68.465556,2830,HR2830,5.64,1.11
111.284583,-13.751944,2832,HR2832,5.78,0.42
111.4625,-5.775,2833,HR2833,5.97,0.92
111.1825,-31.808889,2834,HR2834,5.35,1.07
111.734583,20.257222,2837, 61    Gem,5.93,0.3
111.355417,-25.217778,2841,HR2841,5.78,-0.1
112.215,48.183889,2844,HR2844,5.72,-0.1
111.7875,8.289444,2845,  3Bet CMi,2.9,-0.09
111.935,21.445,2846, 63    Gem,5.22,0.39
112.483333,49.6725,2849, 22    Lyn,5.36,0.45
112.00875,6.941944,2851,  5Eta CMi,5.25,0.22
112.277917,31.784444,2852, 62Rho Gem,4.18,0.32
111.783333,-17.864444,2853,HR2853,5.63,0.32
112.040833,8.925556,2854,  4Gam CMi,4.32,1.43
111.7475,-23.086111,2855,HR2855,5.61,-0.13
111.67625,-34.140833,2856,HR2856,5.9,-0.17
112.335,28.118056,2857, 64    Gem,5.05,0.11
111.965417,-11.556944,2859,HR2859,5.79,0.58
111.92875,-22.859722,2860,HR2860,5.95,-0.09
112.452917,27.916111,2861, 65    Gem,5.01,1.11
111.59125,-51.018333,2862,HR2862,5.1,1.06
111.996667,-29.155833,2863,HR2863,5.54,-0.08
112.449167,12.006667,2864,  6    CMi,4.54,1.28
112.327917,-1.905278,2865,HR2865,5.59,1.5
112.357083,-7.551111,2866,HR2866,5.86,0.48
112.342083,-10.326667,2867,HR2867,5.75,1.62
112.270417,-31.456389,2873,HR2873,5.77,-0.19
112.464167,-23.024444,2874,HR2874,4.85,0.23
112.27375,-38.812222,2875,HR2875,5.43,-0.16
112.951667,17.086111,2877,HR2877,5.42,1.13
112.3075,-43.301389,2878,   Sig Pup,3.25,1.51
113.024583,1.914444,2880,  7Del1CMi,5.25,0.22
112.677083,-30.962222,2881,HR2881,4.65,0.93
113.024167,-8.880833,2883,HR2883,5.9,0.54
112.498333,-52.651111,2884,HR2884,5.87,1.01
113.402083,15.826667,2886, 68    Gem,5.25,0.05
113.298333,3.290278,2887,  8Del2CMi,5.59,0.31
113.65,31.888611,2890, 66Alp Gem,2.88,0.04
113.65,31.888333,2891, 66Alp Gem,1.98,0.03
112.62875,-54.399444,2892,HR2892,5.96,1.56
114.195833,55.755278,2894,HR2894,5.92,1.12
113.78625,30.961111,2896,HR2896,5.33,1.01
113.33125,-19.4125,2899,HR2899,5.66,1.12
113.290417,-24.710833,2900,HR2900,5.85,0.17
113.565833,3.371389,2901,  9Del3CMi,5.81,-0.02
113.449583,-14.523889,2902,HR2902,4.97,1.41
114.131667,46.180278,2903,HR2903,5.65,1.56
113.980417,26.895833,2905, 69Ups Gem,4.06,1.54
113.513333,-22.296111,2906,HR2906,4.45,0.51
113.5775,-23.473611,2909,HR2909,5.83,0.44
113.579583,-23.474722,2910,HR2910,5.87,
113.4625,-36.338333,2911,HR2911,5.54,-0.06
114.474583,48.773611,2914,HR2914,5.92,0.22
113.645417,-27.011944,2916,HR2916,5.77,1.06
114.144583,5.861667,2918,HR2918,5.91,0.6
111.408333,-79.094167,2919,   Eps Men,5.53,1.28
114.01625,-14.492778,2921,HR2921,5.7,-0.12
113.845,-28.369444,2922,HR2922,4.64,-0.11
114.636667,35.048611,2924, 70    Gem,5.56,0.93
114.319583,-4.111111,2927, 25    Mon,5.13,0.44
114.170833,-19.702222,2928,HR2928,5.74,-0.19
114.79125,34.584167,2930, 71Omi Gem,4.9,0.4
113.915417,-52.533889,2934,HR2934,4.94,1.4
115.060833,38.344444,2935,HR2935,5.73,1.63
114.342083,-34.968611,2937,HR2937,4.53,-0.09
114.869167,17.674722,2938, 74    Gem,5.05,1.56
115.301667,48.131667,2939,HR2939,5.56,1.01
114.182917,-48.830278,2940,HR2940,5.72,-0.06
114.825417,5.225,2943, 10Alp CMi,0.38,0.42
114.575,-25.364722,2944,HR2944,4.7,-0.11
115.751667,58.710278,2946, 24    Lyn,4.99,0.08
114.705417,-26.801667,2948,HR2948,4.5,-0.17
114.7075,-26.803611,2949,HR2949,4.62,
115.24375,23.018611,2951,HR2951,5.89,1.58
114.682917,-36.496944,2954,HR2954,5.8,-0.16
114.575833,-48.601111,2957,HR2957,5.68,0.65
115.096667,-15.263611,2959,HR2959,4.94,1.56
115.056667,-19.660833,2960,HR2960,5.93,1.16
114.864167,-38.308333,2961,HR2961,4.84,-0.19
114.9325,-38.139444,2963,HR2963,5.73,-0.12
114.949167,-38.260833,2964,HR2964,5.76,-0.07
115.465833,13.480556,2965,HR2965,5.77,1.67
115.396667,3.624722,2966,HR2966,5.94,-0.04
115.513333,14.208333,2967,HR2967,5.56,1.64
114.991667,-37.579444,2968,HR2968,6.0,-0.04
116.0175,50.433889,2969,HR2969,5.27,0.0
115.311667,-9.551111,2970, 26Alp Mon,3.93,1.02
115.827917,28.883611,2973, 75Sig Gem,4.28,1.12
116.667083,65.455833,2975, 51    Cam,5.92,1.18
115.315833,-38.533611,2981,HR2981,5.42,-0.15
116.02875,25.784167,2983, 76    Gem,5.31,1.54
116.111667,24.398056,2985, 77Kap Gem,3.57,0.93
115.700417,-26.351111,2988,HR2988,5.64,0.99
116.32875,28.026111,2990, 78Bet Gem,1.14,1.0
115.885,-28.411111,2993,  1    Pup,4.59,1.63
115.8,-36.050278,2994,HR2994,5.6,-0.13
115.952083,-28.954722,2996,  3    Pup,3.96,0.18
115.738333,-45.173333,2998,HR2998,5.06,0.78
116.66375,37.5175,2999,HR2999,5.18,1.58
115.924583,-40.933889,3002,HR3002,5.17,1.1
116.530833,18.51,3003, 81    Gem,4.88,1.45
116.141667,-24.673889,3004,HR3004,5.62,-0.19
116.04,-36.062778,3007,HR3007,5.8,0.31
116.5675,10.768333,3008, 11    CMi,5.3,0.01
116.1425,-37.943056,3011,HR3011,5.88,-0.11
116.87625,33.415556,3013, 80Pi  Gem,5.14,1.6
116.509167,-6.7725,3014,HR3014,5.49,1.38
116.487083,-14.563889,3015,  4    Pup,5.04,0.33
116.31375,-37.968611,3017,HR3017,3.61,1.73
116.395833,-34.173056,3018,HR3018,5.37,0.6
116.543333,-37.933889,3022,HR3022,5.88,-0.11
116.802083,-22.519722,3023,HR3023,5.9,-0.19
115.455,-72.606111,3024,   Zet Vol,3.95,1.04
116.98625,-12.193056,3029,  5    Pup,5.48,0.48
117.021667,-25.937222,3034,   Omi Pup,4.5,-0.05
116.854167,-38.511111,3035,HR3035,5.08,-0.1
116.88125,-46.608611,3037,HR3037,5.23,-0.14
117.257083,-24.912222,3043,HR3043,5.33,0.76
117.421667,-17.228333,3044,  6    Pup,5.18,1.28
117.32375,-24.859722,3045,  7Xi  Pup,3.34,1.24
117.084583,-47.077778,3046,HR3046,4.71,1.06
117.544167,-9.183333,3047,HR3047,5.61,1.44
117.31125,-35.243333,3049,HR3049,5.93,-0.05
117.3975,-33.288889,3052,HR3052,5.6,1.61
117.98625,19.325278,3053,HR3053,5.99,1.13
117.309583,-46.373333,3055,HR3055,4.11,-0.18
117.30375,-46.857778,3058,HR3058,5.84,-0.14
117.925,1.766944,3059, 13Zet CMi,5.14,-0.12
117.277917,-56.410556,3062,HR3062,5.59,1.13
117.942917,-13.898056,3064,  9    Pup,5.17,0.6
118.677917,47.564722,3066, 26    Lyn,5.45,1.46
118.374167,26.765833,3067, 83Phi Gem,4.97,0.09
117.92875,-21.173889,3068,HR3068,5.63,0.96
117.30375,-60.283611,3070,HR3070,5.78,0.42
117.599583,-50.509722,3071,HR3071,5.91,1.09
118.199583,-5.428056,3072,HR3072,5.76,0.41
118.07875,-14.846389,3073, 10    Pup,5.69,0.37
120.04875,73.918056,3075,HR3075,5.41,1.42
118.065417,-34.705278,3079,HR3079,5.01,0.44
118.054167,-40.575833,3080,HR3080,3.73,1.04
117.420833,-66.195833,3081,HR3081,5.79,-0.04
121.19625,79.479722,3082,HR3082,5.42,-0.06
118.16125,-38.863056,3084,HR3084,4.49,-0.19
118.264583,-36.363889,3085,HR3085,5.43,1.16
118.91625,19.883889,3086, 85    Gem,5.35,-0.04
118.880833,8.862778,3087,HR3087,5.86,0.35
118.12375,-54.367222,3088,HR3088,5.7,-0.15
118.265417,-49.613056,3089,HR3089,4.63,-0.23
118.325833,-48.103056,3090,HR3090,4.24,-0.14
118.545833,-35.8775,3091,HR3091,5.49,-0.19
119.2475,15.790278,3095,  1    Cnc,5.78,1.28
119.214583,-22.88,3102, 11    Pup,4.2,0.72
119.63125,16.518611,3104,HR3104,5.99,1.47
118.721667,-57.303056,3105,HR3105,5.63,1.3
120.33625,59.0475,3106,HR3106,5.77,0.39
119.585833,2.224722,3110, 14    CMi,5.29,0.92
119.417083,-30.334722,3113,HR3113,4.79,0.15
119.24125,-43.500278,3114,HR3114,5.35,-0.18
119.326667,-44.109722,3116,HR3116,5.09,-0.17
119.194583,-52.982222,3117,   Chi Car,3.47,-0.18
119.0775,-60.526389,3120,HR3120,5.74,1.55
119.465833,-45.577778,3121,HR3121,5.17,1.27
119.93375,-3.679722,3122, 27    Mon,4.93,1.21
119.77375,-23.310556,3123, 12    Pup,5.11,1.12
120.232917,25.392778,3124,  2Ome1Cnc,5.83,1.02
120.197083,17.308611,3128,  3    Cnc,5.55,1.32
119.56,-49.245,3129,HR3129,4.41,-0.17
119.966667,-18.399167,3131,HR3131,4.61,0.08
120.37625,16.455278,3134,  5    Cnc,5.99,-0.02
120.3075,4.879722,3136,HR3136,5.65,0.0
119.7575,-45.216111,3137,HR3137,5.99,-0.14
119.445417,-60.303333,3138,HR3138,5.6,0.57
119.868333,-39.297222,3140,HR3140,5.24,0.39
120.305417,-1.3925,3141, 28    Mon,4.68,1.49
120.56625,2.334444,3145,HR3145,4.39,1.25
119.710417,-60.824444,3147,HR3147,5.81,-0.09
120.879583,27.794167,3149,   Chi Gem,4.94,1.12
119.906667,-60.586944,3153,HR3153,5.17,1.74
120.405833,-37.283611,3154,HR3154,5.95,0.14
120.207917,-54.151389,3156,HR3156,5.87,-0.14
120.083333,-63.5675,3159,HR3159,4.82,-0.17
120.767083,-32.463889,3160,HR3160,5.82,1.22
120.686667,-41.31,3162,HR3162,5.52,-0.15
121.26875,13.118056,3163,  8    Cnc,5.12,0.01
120.89625,-40.003333,3165,   Zet Pup,2.25,-0.26
121.576667,22.635556,3169,  9Mu 1Cnc,5.99,1.66
121.0675,-32.675,3170,HR3170,5.31,1.91
122.114167,51.506667,3173, 27    Lyn,4.84,0.05
122.515833,58.248056,3175,HR3175,5.93,1.39
121.940833,21.581667,3176, 10Mu 2Cnc,5.3,0.63
121.176667,-50.590556,3178,HR3178,5.95,1.21
121.266667,-53.108056,3180,HR3180,5.53,1.34
123.203333,68.474167,3182,HR3182,5.32,1.04
121.825,-20.554722,3183,HR3183,5.38,0.1
121.885833,-24.304167,3185, 15Rho Pup,2.81,0.43
121.668333,-45.266389,3187,HR3187,5.05,1.5
122.148333,-2.983889,3188, 29Zet Mon,4.34,0.97
122.613333,25.507222,3191, 14Psi Cnc,5.73,0.81
122.256667,-19.245,3192, 16    Pup,4.4,-0.15
122.36875,-16.248889,3194,HR3194,5.68,-0.17
123.459167,56.452222,3200,HR3200,5.85,1.01
122.665833,-13.799167,3202, 18    Pup,5.54,0.49
122.29,-48.684444,3203,HR3203,5.7,-0.12
122.399583,-44.122778,3204,HR3204,5.21,-0.19
122.372083,-47.345833,3206,   Gam1Vel,4.27,-0.23
122.383333,-47.336667,3207,   Gam2Vel,1.78,-0.22
123.052917,17.647778,3208, 16Zet1Cnc,5.63,0.54
122.817917,-12.926944,3211, 19    Pup,4.72,0.95
122.8875,-7.7725,3212,HR3212,5.36,0.89
122.43,-47.9375,3213,HR3213,5.23,-0.21
123.287083,29.656667,3215, 15    Cnc,5.64,-0.07
124.884167,75.756944,3216,HR3216,5.54,0.9
122.39,-56.085556,3218,HR3218,5.66,0.21
122.252917,-61.3025,3220,HR3220,4.76,0.43
121.9825,-68.617222,3223,   Eps Vol,4.35,-0.11
122.839583,-39.618611,3225,HR3225,4.45,1.62
122.857917,-42.987222,3226,HR3226,4.75,0.18
122.79625,-48.461944,3227,HR3227,5.82,-0.15
123.333333,-15.788333,3229, 20    Pup,4.99,1.07
123.0,-46.644167,3232,HR3232,5.76,0.59
124.46,59.571111,3235, 29    Lyn,5.64,0.16
125.167917,72.407222,3236,HR3236,5.98,1.54
123.373333,-35.899722,3237,HR3237,4.78,-0.11
123.493333,-36.3225,3240,HR3240,5.08,-0.19
123.555,-35.490556,3242,HR3242,5.78,1.02
123.512083,-40.348056,3243,HR3243,4.44,1.17
123.400833,-46.991944,3244,HR3244,5.13,-0.14
124.822083,62.507222,3245,HR3245,5.71,0.89
123.392083,-50.196111,3247,HR3247,5.51,1.61
124.12875,9.185556,3249, 17Bet Cnc,3.52,1.48
123.599583,-45.834444,3250,HR3250,5.83,-0.2
125.10875,57.743333,3254, 30    Lyn,5.89,0.39
124.599583,-12.631944,3259,HR3259,5.98,0.76
123.81625,-62.915833,3260,HR3260,5.16,0.09
125.01625,27.217778,3262, 18Chi Cnc,5.14,0.47
